0,1
"{'age': -0.95197, 'gender': 0.21345, 'education': 0.98765, 'country': 0.54321, 'ethnicity': -0.76543, 'nscore': -0.23456, 'escore': 0.87654, 'oscore': -0.98765, 'ascore': 1.11111, 'cscore': -0.22222, 'impulsive': -0.33333, 'ss': 'CL5', 'alcohol': 'CL3', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL2', 'caff': 'CL6', 'cannabis': 'CL5', 'choc': 'CL4', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL1', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL4', 'lsd': 'CL2', 'meth': 'CL0', 'mushrooms': 'CL1', 'nicotine': 'CL6', 'semer': 'CL0', 'vsa': 'CL5'}","{'age': 0.12345, 'gender': -0.65432, 'education': -0.34211, 'country': -0.98765, 'ethnicity': -0.11111, 'nscore': 0.76543, 'escore': -0.54321, 'oscore': 0.22222, 'ascore': -1.33333, 'cscore': 0.44444, 'impulsive': 0.55555, 'ss': 'CL2', 'alcohol': 'CL1', 'amphet': 'CL0', 'amyl': 'CL0', 'benzos': 'CL3', 'caff': 'CL5', 'cannabis': 'CL2', 'choc': 'CL3', 'coke': 'CL0', 'crack': 'CL0', 'ecstasy': 'CL4', 'heroin': 'CL0', 'ketamine': 'CL2', 'legalh': 'CL1', 'lsd': 'CL0', 'meth': 'CL0', 'mushrooms': 'CL3', 'nicotine': 'CL4', 'semer': 'CL0', 'vsa': 'CL3'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.98231, 'country': 0.03921, 'ethnicity': -0.98213, 'nscore': 0.18472, 'escore': -0.73729, 'oscore': 0.98231, 'ascore': -1.98201, 'cscore': 0.21985, 'impulsive': -0.98213, 'ss': 'CL6', 'alcohol': 'CL0', 'amphet': 'CL6', 'amyl': 'CL2', 'benzos': 'CL1', 'caff': 'CL3', 'cannabis': 'CL5', 'choc': 'CL1', 'coke': 'CL2', 'crack': 'CL6', 'ecstasy': 'CL4', 'heroin': 'CL3', 'ketamine': 'CL5', 'legalh': 'CL2', 'lsd': 'CL0', 'meth': 'CL1', 'mushrooms': 'CL6', 'nicotine': 'CL4', 'semer': 'CL3', 'vsa': 'CL5'}","{'age': 0.12345, 'gender': -0.98213, 'education': -0.73729, 'country': 0.98231, 'ethnicity': 0.21985, 'nscore': -1.98201, 'escore': 0.18472, 'oscore': -0.98213, 'ascore': 0.98231, 'cscore': -0.73729, 'impulsive': 0.21985, 'ss': 'CL3', 'alcohol': 'CL2', 'amphet': 'CL5', 'amyl': 'CL6', 'benzos': 'CL4', 'caff': 'CL1', 'cannabis': 'CL0', 'choc': 'CL5', 'coke': 'CL6', 'crack': 'CL2', 'ecstasy': 'CL1', 'heroin': 'CL4', 'ketamine': 'CL3', 'legalh': 'CL0', 'lsd': 'CL6', 'meth': 'CL5', 'mushrooms': 'CL2', 'nicotine': 'CL1', 'semer': 'CL4', 'vsa': 'CL0'}"
"{'age': -0.95197, 'gender': 0.21345, 'education': 0.67892, 'country': 0.43567, 'ethnicity': -0.98765, 'nscore': -0.54321, 'escore': 0.87654, 'oscore': -0.23456, 'ascore': 1.11111, 'cscore': -0.78901, 'impulsive': -0.34567, 'ss': 'CL5', 'alcohol': 'CL3', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL5', 'caff': 'CL7', 'cannabis': 'CL2', 'choc': 'CL4', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL1', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL4', 'lsd': 'CL2', 'meth': 'CL0', 'mushrooms': 'CL5', 'nicotine': 'CL6', 'semer': 'CL0', 'vsa': 'CL1'}","{'age': 0.12345, 'gender': -0.67892, 'education': 0.34567, 'country': -0.87654, 'ethnicity': 0.23456, 'nscore': 0.78901, 'escore': -0.11111, 'oscore': 0.54321, 'ascore': -0.98765, 'cscore': 0.21345, 'impulsive': 0.43567, 'ss': 'CL2', 'alcohol': 'CL1', 'amphet': 'CL5', 'amyl': 'CL3', 'benzos': 'CL0', 'caff': 'CL2', 'cannabis': 'CL6', 'choc': 'CL1', 'coke': 'CL5', 'crack': 'CL2', 'ecstasy': 'CL4', 'heroin': 'CL1', 'ketamine': 'CL0', 'legalh': 'CL2', 'lsd': 'CL5', 'meth': 'CL3', 'mushrooms': 'CL0', 'nicotine': 'CL1', 'semer': 'CL4', 'vsa': 'CL6'}"
"{'age': -0.95197, 'gender': 0.21345, 'education': 0.65432, 'country': 0.46783, 'ethnicity': -0.98213, 'nscore': -0.13579, 'escore': 0.98213, 'oscore': -0.46783, 'ascore': 1.36985, 'cscore': -0.78921, 'impulsive': -0.65432, 'ss': 'CL3', 'alcohol': 'CL2', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL5', 'caff': 'CL4', 'cannabis': 'CL3', 'choc': 'CL2', 'coke': 'CL1', 'crack': 'CL0', 'ecstasy': 'CL4', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL2', 'lsd': 'CL1', 'meth': 'CL0', 'mushrooms': 'CL5', 'nicotine': 'CL4', 'semer': 'CL0', 'vsa': 'CL3'}","{'age': 0.12345, 'gender': -0.98765, 'education': -0.54321, 'country': 0.75643, 'ethnicity': 0.34211, 'nscore': 1.23456, 'escore': -0.87654, 'oscore': 0.12345, 'ascore': -0.98765, 'cscore': 0.54321, 'impulsive': 0.75643, 'ss': 'CL9', 'alcohol': 'CL8', 'amphet': 'CL7', 'amyl': 'CL6', 'benzos': 'CL5', 'caff': 'CL4', 'cannabis': 'CL3', 'choc': 'CL2', 'coke': 'CL1', 'crack': 'CL0', 'ecstasy': 'CL9', 'heroin': 'CL8', 'ketamine': 'CL7', 'legalh': 'CL6', 'lsd': 'CL5', 'meth': 'CL4', 'mushrooms': 'CL3', 'nicotine': 'CL2', 'semer': 'CL1', 'vsa': 'CL0'}"
"{'age': -0.95197, 'gender': 0.21981, 'education': 0.98213, 'country': -0.18419, 'ethnicity': 0.59395, 'nscore': 0.42892, 'escore': -1.25819, 'oscore': 1.34921, 'ascore': 0.93481, 'cscore': 0.18942, 'impulsive': -0.76529, 'ss': 'CL3', 'alcohol': 'CL2', 'amphet': 'CL5', 'amyl': 'CL1', 'benzos': 'CL6', 'caff': 'CL3', 'cannabis': 'CL2', 'choc': 'CL5', 'coke': 'CL6', 'crack': 'CL4', 'ecstasy': 'CL1', 'heroin': 'CL3', 'ketamine': 'CL2', 'legalh': 'CL5', 'lsd': 'CL6', 'meth': 'CL1', 'mushrooms': 'CL4', 'nicotine': 'CL3', 'semer': 'CL2', 'vsa': 'CL5'}","{'age': 0.46732, 'gender': -0.98259, 'education': -0.75921, 'country': 0.35149, 'ethnicity': 0.98213, 'nscore': -0.98259, 'escore': 0.75921, 'oscore': -0.21981, 'ascore': -0.59395, 'cscore': 0.42892, 'impulsive': 1.25819, 'ss': 'CL6', 'alcohol': 'CL1', 'amphet': 'CL3', 'amyl': 'CL5', 'benzos': 'CL2', 'caff': 'CL4', 'cannabis': 'CL6', 'choc': 'CL1', 'coke': 'CL3', 'crack': 'CL5', 'ecstasy': 'CL2', 'heroin': 'CL6', 'ketamine': 'CL1', 'legalh': 'CL3', 'lsd': 'CL5', 'meth': 'CL2', 'mushrooms': 'CL6', 'nicotine': 'CL1', 'semer': 'CL3', 'vsa': 'CL5'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.87021, 'country': -0.45632, 'ethnicity': 0.98765, 'nscore': -1.23457, 'escore': 0.76543, 'oscore': 1.10987, 'ascore': -0.65432, 'cscore': 0.98213, 'impulsive': -0.56789, 'ss': 'CL5', 'alcohol': 'CL6', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL3', 'caff': 'CL5', 'cannabis': 'CL2', 'choc': 'CL4', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL1', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL4', 'lsd': 'CL2', 'meth': 'CL0', 'mushrooms': 'CL1', 'nicotine': 'CL6', 'semer': 'CL0', 'vsa': 'CL3'}","{'age': 0.12345, 'gender': -0.98321, 'education': 0.32109, 'country': 0.87654, 'ethnicity': -0.21345, 'nscore': 0.94567, 'escore': -0.76543, 'oscore': -0.10987, 'ascore': 1.31234, 'cscore': -0.21985, 'impulsive': 0.89012, 'ss': 'CL2', 'alcohol': 'CL3', 'amphet': 'CL0', 'amyl': 'CL1', 'benzos': 'CL2', 'caff': 'CL4', 'cannabis': 'CL1', 'choc': 'CL5', 'coke': 'CL0', 'crack': 'CL1', 'ecstasy': 'CL4', 'heroin': 'CL1', 'ketamine': 'CL2', 'legalh': 'CL1', 'lsd': 'CL3', 'meth': 'CL1', 'mushrooms': 'CL4', 'nicotine': 'CL3', 'semer': 'CL1', 'vsa': 'CL4'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.67321, 'country': 0.24675, 'ethnicity': -0.98213, 'nscore': 0.14789, 'escore': -0.63421, 'oscore': 0.85639, 'ascore': -1.27098, 'cscore': 0.18974, 'impulsive': 0.52147, 'ss': 'CL3', 'alcohol': 'CL6', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL5', 'caff': 'CL3', 'cannabis': 'CL2', 'choc': 'CL4', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL1', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL4', 'lsd': 'CL2', 'meth': 'CL0', 'mushrooms': 'CL1', 'nicotine': 'CL6', 'semer': 'CL0', 'vsa': 'CL5'}","{'age': 0.46732, 'gender': -0.98567, 'education': 0.13849, 'country': -0.73513, 'ethnicity': 0.64291, 'nscore': -1.39485, 'escore': 0.82139, 'oscore': -0.47519, 'ascore': 1.06584, 'cscore': -0.67021, 'impulsive': -1.10853, 'ss': 'CL9', 'alcohol': 'CL1', 'amphet': 'CL4', 'amyl': 'CL2', 'benzos': 'CL1', 'caff': 'CL2', 'cannabis': 'CL6', 'choc': 'CL1', 'coke': 'CL6', 'crack': 'CL3', 'ecstasy': 'CL5', 'heroin': 'CL2', 'ketamine': 'CL1', 'legalh': 'CL2', 'lsd': 'CL6', 'meth': 'CL4', 'mushrooms': 'CL5', 'nicotine': 'CL3', 'semer': 'CL3', 'vsa': 'CL6'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.98213, 'country': -0.46921, 'ethnicity': 0.13766, 'nscore': 0.68421, 'escore': -0.31359, 'oscore': 1.04639, 'ascore': -1.29719, 'cscore': -0.68921, 'impulsive': 0.46892, 'ss': 'CL7', 'alcohol': 'CL3', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL5', 'caff': 'CL7', 'cannabis': 'CL2', 'choc': 'CL5', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL4', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL5', 'lsd': 'CL6', 'meth': 'CL0', 'mushrooms': 'CL4', 'nicotine': 'CL6', 'semer': 'CL0', 'vsa': 'CL1'}","{'age': 0.12345, 'gender': -0.98213, 'education': -0.21985, 'country': 0.68921, 'ethnicity': -0.46892, 'nscore': -0.68421, 'escore': 0.31359, 'oscore': -1.04639, 'ascore': 1.29719, 'cscore': 0.68921, 'impulsive': -0.46892, 'ss': 'CL3', 'alcohol': 'CL6', 'amphet': 'CL5', 'amyl': 'CL2', 'benzos': 'CL1', 'caff': 'CL2', 'cannabis': 'CL6', 'choc': 'CL1', 'coke': 'CL5', 'crack': 'CL3', 'ecstasy': 'CL1', 'heroin': 'CL2', 'ketamine': 'CL6', 'legalh': 'CL2', 'lsd': 'CL1', 'meth': 'CL5', 'mushrooms': 'CL6', 'nicotine': 'CL1', 'semer': 'CL3', 'vsa': 'CL5'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.98231, 'country': -0.46921, 'ethnicity': 0.13849, 'nscore': 0.6275, 'escore': -1.36419, 'oscore': 0.40111, 'ascore': -0.23094, 'cscore': 1.09155, 'impulsive': -1.44161, 'ss': 'CL5', 'alcohol': 'CL6', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL3', 'caff': 'CL5', 'cannabis': 'CL6', 'choc': 'CL3', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL1', 'heroin': 'CL0', 'ketamine': 'CL3', 'legalh': 'CL2', 'lsd': 'CL5', 'meth': 'CL0', 'mushrooms': 'CL4', 'nicotine': 'CL6', 'semer': 'CL1', 'vsa': 'CL0'}","{'age': 0.48392, 'gender': -0.98521, 'education': -0.21917, 'country': 0.9825, 'ethnicity': -0.63058, 'nscore': -0.19822, 'escore': 1.46781, 'oscore': -0.87319, 'ascore': 0.95134, 'cscore': 0.14285, 'impulsive': 0.62783, 'ss': 'CL2', 'alcohol': 'CL1', 'amphet': 'CL5', 'amyl': 'CL3', 'benzos': 'CL2', 'caff': 'CL1', 'cannabis': 'CL3', 'choc': 'CL5', 'coke': 'CL6', 'crack': 'CL2', 'ecstasy': 'CL0', 'heroin': 'CL1', 'ketamine': 'CL6', 'legalh': 'CL5', 'lsd': 'CL2', 'meth': 'CL3', 'mushrooms': 'CL0', 'nicotine': 'CL1', 'semer': 'CL6', 'vsa': 'CL5'}"
"{'age': -0.95197, 'gender': 0.21985, 'education': 0.98213, 'country': 0.03568, 'ethnicity': -0.74523, 'nscore': 0.56891, 'escore': -0.38765, 'oscore': 1.40319, 'ascore': 0.98221, 'cscore': -0.21985, 'impulsive': 0.74523, 'ss': 'CL5', 'alcohol': 'CL3', 'amphet': 'CL1', 'amyl': 'CL0', 'benzos': 'CL2', 'caff': 'CL5', 'cannabis': 'CL3', 'choc': 'CL7', 'coke': 'CL2', 'crack': 'CL0', 'ecstasy': 'CL4', 'heroin': 'CL1', 'ketamine': 'CL1', 'legalh': 'CL2', 'lsd': 'CL3', 'meth': 'CL0', 'mushrooms': 'CL2', 'nicotine': 'CL6', 'semer': 'CL1', 'vsa': 'CL3'}","{'age': 0.12345, 'gender': -0.67821, 'education': -0.23456, 'country': 0.78901, 'ethnicity': 0.34567, 'nscore': -0.90123, 'escore': 0.45678, 'oscore': -0.56789, 'ascore': 1.23456, 'cscore': -0.78901, 'impulsive': -0.34567, 'ss': 'CL2', 'alcohol': 'CL6', 'amphet': 'CL3', 'amyl': 'CL1', 'benzos': 'CL5', 'caff': 'CL4', 'cannabis': 'CL2', 'choc': 'CL5', 'coke': 'CL1', 'crack': 'CL2', 'ecstasy': 'CL5', 'heroin': 'CL3', 'ketamine': 'CL4', 'legalh': 'CL1', 'lsd': 'CL2', 'meth': 'CL1', 'mushrooms': 'CL4', 'nicotine': 'CL3', 'semer': 'CL2', 'vsa': 'CL5'}"
